year,state_fips,state_abbr,state_name,office,candidate,party_detailed,party_simplified,writein,candidatevotes,totalvotes,vote_pct,version,notes,electoral_votes,electoral_votes_won_state,electoral_votes_won_election
2016,05,AR,Arkansas,US PRESIDENT,"HEDGES, JIM",PROHIBITION,OTHER,False,4709,1130635,0.42,20210113,,6,0,0
2016,05,AR,Arkansas,US PRESIDENT,"KAHN, LYNN S.",INDEPENDENT,OTHER,False,3390,1130635,0.3,20210113,,6,0,0
2016,05,AR,Arkansas,US PRESIDENT,"MCMULLIN, EVAN",BETTER FOR AMERICA,OTHER,False,13255,1130635,1.17,20210113,,6,0,0
2016,05,AR,Arkansas,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,9473,1130635,0.84,20210113,,6,0,0
2016,05,AR,Arkansas,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,684872,1130635,60.57,20210113,,6,6,306
2016,06,CA,California,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,8753788,14181595,61.73,20210113,,55,55,232
2016,06,CA,California,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,478500,14181595,3.37,20210113,,55,0,0
2016,06,CA,California,US PRESIDENT,,OTHER,OTHER,True,120739,14181595,0.85,20210113,,55,0,0
2016,06,CA,California,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PEACE & FREEDOM,OTHER,False,66101,14181595,0.47,20210113,,55,0,0
2016,06,CA,California,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,278657,14181595,1.96,20210113,,55,0,0
2016,06,CA,California,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,4483810,14181595,31.62,20210113,,55,0,306
2016,08,CO,Colorado,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1338870,2780220,48.16,20210113,,9,9,232
2016,08,CO,Colorado,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,144121,2780220,5.18,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"ATWOOD, FRANK",APPROVAL VOTING PARTY,OTHER,False,337,2780220,0.01,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"CASTLE, DARRELL L.",AMERICAN CONSTITUTION PARTY,OTHER,False,11699,2780220,0.42,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,OTHER,False,1255,2780220,0.05,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"EMIDIO """"MIMI"""", SOLTYSIK",SOCIALIST PARTY USA,OTHER,False,271,2780220,0.01,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"HEDGES, JAMES",PROHIBITION,OTHER,False,185,2780220,0.01,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"HOEFLING, TOM",AMERICA'S PARTY,OTHER,False,710,2780220,0.03,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"KENISTON, CHRIS",VETERANS PARTY OF AMERICA,OTHER,False,5028,2780220,0.18,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"KENNEDY, ALYSON",SOCIALIST WORKERS,OTHER,False,452,2780220,0.02,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,OTHER,False,1096,2780220,0.04,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"KOTLIKOFF, LAURENCE",KOTLIKOFF FOR PRESIDENT,OTHER,False,392,2780220,0.01,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,OTHER,False,531,2780220,0.02,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"LYTTLE, BRADFORD",NONVIOLENT RESISTANCE/PACIFIST,OTHER,False,382,2780220,0.01,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"MALDONADO, JOSEPH ALLEN",INDEPENDENT PEOPLE OF COLORADO,OTHER,False,872,2780220,0.03,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"MATUREN, MICHAEL A.",AMERICAN SOLIDARITY PARTY,OTHER,False,862,2780220,0.03,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,SCATTERING,UNAFFILIATED,OTHER,False,31485,2780220,1.13,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"SILVA, ROD",NUTRITION PARTY,OTHER,False,751,2780220,0.03,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,38437,2780220,1.38,20210113,,9,0,0
2016,08,CO,Colorado,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1202484,2780220,43.25,20210113,,9,0,306
2016,09,CT,Connecticut,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,897572,1644920,54.57,20210113,,7,7,232
2016,09,CT,Connecticut,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,48676,1644920,2.96,20210113,,7,0,0
2016,09,CT,Connecticut,US PRESIDENT,,OTHER,OTHER,True,2616,1644920,0.16,20210113,,7,0,0
2016,09,CT,Connecticut,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,22841,1644920,1.39,20210113,,7,0,0
2016,09,CT,Connecticut,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,673215,1644920,40.93,20210113,,7,0,306
2016,10,DE,Delaware,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,235603,441590,53.35,20210113,,3,3,232
2016,10,DE,Delaware,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,14757,441590,3.34,20210113,,3,0,0
2016,10,DE,Delaware,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,6103,441590,1.38,20210113,,3,0,0
2016,10,DE,Delaware,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,185127,441590,41.92,20210113,,3,0,306
2016,11,DC,District Of Columbia,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,282830,312575,90.48,20210113,,3,3,232
2016,11,DC,District Of Columbia,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,4906,312575,1.57,20210113,,3,0,0
2016,11,DC,District Of Columbia,US PRESIDENT,,OTHER,OTHER,True,6551,312575,2.1,20210113,,3,0,0
2016,11,DC,District Of Columbia,US PRESIDENT,BLANK VOTE,OTHER,OTHER,False,1064,312575,0.34,20210113,,3,0,0
2016,11,DC,District Of Columbia,US PRESIDENT,OVER VOTE,OTHER,OTHER,False,243,312575,0.08,20210113,,3,0,0
2016,11,DC,District Of Columbia,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,4258,312575,1.36,20210113,,3,0,0
2016,11,DC,District Of Columbia,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,12723,312575,4.07,20210113,,3,0,306
2016,12,FL,Florida,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,4504975,9420039,47.82,20210113,,29,0,232
2016,12,FL,Florida,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,207043,9420039,2.2,20210113,,29,0,0
2016,12,FL,Florida,US PRESIDENT,,OTHER,OTHER,True,153,9420039,0.0,20210113,,29,0,0
2016,12,FL,Florida,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,16475,9420039,0.17,20210113,,29,0,0
2016,12,FL,Florida,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",REFORM PARTY,OTHER,False,9108,9420039,0.1,20210113,,29,0,0
2016,12,FL,Florida,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,64399,9420039,0.68,20210113,,29,0,0
2016,12,FL,Florida,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,4617886,9420039,49.02,20210113,,29,29,306
2016,13,GA,Georgia,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1877963,4114732,45.64,20210113,,16,0,232
2016,13,GA,Georgia,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,125306,4114732,3.05,20210113,,16,0,0
2016,13,GA,Georgia,US PRESIDENT,,OTHER,OTHER,True,22359,4114732,0.54,20210113,,16,0,0
2016,13,GA,Georgia,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,2089104,4114732,50.77,20210113,,16,16,306
2016,15,HI,Hawaii,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,266891,437664,60.98,20210113,,4,4,232
2016,15,HI,Hawaii,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,15954,437664,3.65,20210113,,4,0,0
2016,15,HI,Hawaii,US PRESIDENT,BLANK VOTE,OTHER,OTHER,False,8289,437664,1.89,20210113,,4,0,0
2016,15,HI,Hawaii,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,4508,437664,1.03,20210113,,4,0,0
2016,15,HI,Hawaii,US PRESIDENT,OVER VOTE,OTHER,OTHER,False,438,437664,0.1,20210113,,4,0,0
2016,15,HI,Hawaii,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,12737,437664,2.91,20210113,,4,0,0
2016,15,HI,Hawaii,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,128847,437664,29.44,20210113,,4,0,306
2016,16,ID,Idaho,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,189765,690255,27.49,20210113,,4,0,232
2016,16,ID,Idaho,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,28331,690255,4.1,20210113,,4,0,0
2016,16,ID,Idaho,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,2356,690255,0.34,20210113,,4,0,0
2016,16,ID,Idaho,US PRESIDENT,"MCMULLIN, EVAN",INDEPENDENT,OTHER,False,60748,690255,8.8,20210113,,4,0,0
2016,16,ID,Idaho,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,409055,690255,59.26,20210113,,4,4,306
2016,17,IL,Illinois,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,3090729,5536424,55.83,20210113,,20,20,232
2016,17,IL,Illinois,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,209596,5536424,3.79,20210113,,20,0,0
2016,17,IL,Illinois,US PRESIDENT,,OTHER,OTHER,True,13282,5536424,0.24,20210113,,20,0,0
2016,17,IL,Illinois,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,76802,5536424,1.39,20210113,,20,0,0
2016,17,IL,Illinois,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,2146015,5536424,38.76,20210113,,20,0,306
2016,18,IN,Indiana,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1033126,2734958,37.77,20210113,,11,0,232
2016,18,IN,Indiana,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,133993,2734958,4.9,20210113,,11,0,0
2016,18,IN,Indiana,US PRESIDENT,,GREEN,OTHER,True,7841,2734958,0.29,20210113,,11,0,0
2016,18,IN,Indiana,US PRESIDENT,,INDEPENDENT,OTHER,True,718,2734958,0.03,20210113,,11,0,0
2016,18,IN,Indiana,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,True,1937,2734958,0.07,20210113,,11,0,0
2016,18,IN,Indiana,US PRESIDENT,"EMIDIO """"MIMI"""", SOLTYSIK",SOCIALIST PARTY USA,OTHER,True,57,2734958,0.0,20210113,,11,0,0
2016,18,IN,Indiana,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1557286,2734958,56.94,20210113,,11,11,306
2016,19,IA,Iowa,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,653669,1565580,41.75,20210113,,6,0,232
2016,19,IA,Iowa,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,59186,1565580,3.78,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,,OTHER,OTHER,True,17746,1565580,1.13,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,5335,1565580,0.34,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"KAHN, LYNN S.",NEW INDEPENDENT PARTY IOWA,OTHER,False,2247,1565580,0.14,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,OTHER,False,323,1565580,0.02,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"MCMULLIN, EVAN",NOMINATED BY PETITION,OTHER,False,12366,1565580,0.79,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,11479,1565580,0.73,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"VACEK, DAN",LEGAL MARIJUANA NOW,OTHER,False,2246,1565580,0.14,20210113,,6,0,0
2016,19,IA,Iowa,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,800983,1565580,51.16,20210113,,6,6,306
2016,20,KS,Kansas,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,427005,1184402,36.05,20210113,,6,0,232
2016,20,KS,Kansas,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,55406,1184402,4.68,20210113,,6,0,0
2016,20,KS,Kansas,US PRESIDENT,,OTHER,OTHER,True,7467,1184402,0.63,20210113,,6,0,0
2016,20,KS,Kansas,US PRESIDENT,"STEIN, JILL",INDEPENDENT,OTHER,False,23506,1184402,1.98,20210113,,6,0,0
2016,20,KS,Kansas,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,671018,1184402,56.65,20210113,,6,6,306
2016,21,KY,Kentucky,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,628854,1924149,32.68,20210113,,8,0,232
2016,21,KY,Kentucky,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,53752,1924149,2.79,20210113,,8,0,0
2016,21,KY,Kentucky,US PRESIDENT,,OTHER,OTHER,True,751,1924149,0.04,20210113,,8,0,0
2016,21,KY,Kentucky,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,OTHER,False,1128,1924149,0.06,20210113,,8,0,0
2016,21,KY,Kentucky,US PRESIDENT,"MCMULLIN, EVAN",INDEPENDENT,OTHER,False,22780,1924149,1.18,20210113,,8,0,0
2016,21,KY,Kentucky,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,13913,1924149,0.72,20210113,,8,0,0
2016,21,KY,Kentucky,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1202971,1924149,62.52,20210113,,8,8,306
2016,22,LA,Louisiana,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,780154,2029032,38.45,20210113,,8,0,232
2016,22,LA,Louisiana,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,37978,2029032,1.87,20210113,,8,0,0
2016,22,LA,Louisiana,US PRESIDENT,OTHER,OTHER,OTHER,False,18231,2029032,0.9,20210113,,8,0,0
2016,22,LA,Louisiana,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,14031,2029032,0.69,20210113,,8,0,0
2016,22,LA,Louisiana,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1178638,2029032,58.09,20210113,,8,8,306
2016,23,ME,Maine,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,357735,771892,46.35,20210113,,4,3,232
2016,23,ME,Maine,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,38105,771892,4.94,20210113,,4,0,0
2016,23,ME,Maine,US PRESIDENT,,UNENROLLED,OTHER,False,2243,771892,0.29,20210113,,4,0,0
2016,23,ME,Maine,US PRESIDENT,BLANK VOTE,OTHER,OTHER,False,23965,771892,3.1,20210113,,4,0,0
2016,23,ME,Maine,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,14251,771892,1.85,20210113,,4,0,0
2016,23,ME,Maine,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,335593,771892,43.48,20210113,,4,1,306
2016,24,MD,Maryland,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1677928,2781446,60.33,20210113,,10,10,232
2016,24,MD,Maryland,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,True,78,2781446,0.0,20210113,,10,10,232
2016,24,MD,Maryland,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,79605,2781446,2.86,20210113,,10,0,0
2016,24,MD,Maryland,US PRESIDENT,,OTHER,OTHER,True,33263,2781446,1.2,20210113,,10,0,0
2016,24,MD,Maryland,US PRESIDENT,,NO PARTY AFFILIATION,OTHER,True,278,2781446,0.01,20210113,,10,0,0
2016,24,MD,Maryland,US PRESIDENT,OTHER,OTHER,OTHER,True,10921,2781446,0.39,20210113,,10,0,0
2016,24,MD,Maryland,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,35945,2781446,1.29,20210113,,10,0,0
2016,24,MD,Maryland,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,943169,2781446,33.91,20210113,,10,0,306
2016,24,MD,Maryland,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,True,259,2781446,0.01,20210113,,10,0,306
2016,25,MA,Massachusetts,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1995196,3378821,59.05,20210113,,11,11,232
2016,25,MA,Massachusetts,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,138018,3378821,4.08,20210113,,11,0,0
2016,25,MA,Massachusetts,US PRESIDENT,,OTHER,OTHER,True,2790,3378821,0.08,20210113,,11,0,0
2016,25,MA,Massachusetts,US PRESIDENT,BLANK VOTE,OTHER,OTHER,False,53775,3378821,1.59,20210113,,11,0,0
2016,25,MA,Massachusetts,US PRESIDENT,OTHER,OTHER,OTHER,False,50488,3378821,1.49,20210113,,11,0,0
2016,25,MA,Massachusetts,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,47661,3378821,1.41,20210113,,11,0,0
2016,25,MA,Massachusetts,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1090893,3378821,32.29,20210113,,11,0,306
2016,26,MI,Michigan,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,2268839,4799284,47.27,20210113,,16,0,232
2016,26,MI,Michigan,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,172136,4799284,3.59,20210113,,16,0,0
2016,26,MI,Michigan,US PRESIDENT,,OTHER,OTHER,True,8955,4799284,0.19,20210113,,16,0,0
2016,26,MI,Michigan,US PRESIDENT,"CASTLE, DARRELL L.",U.S. TAXPAYERS PARTY,OTHER,False,16139,4799284,0.34,20210113,,16,0,0
2016,26,MI,Michigan,US PRESIDENT,"EMIDIO """"MIMI"""", SOLTYSIK",NATURAL LAW,OTHER,False,2209,4799284,0.05,20210113,,16,0,0
2016,26,MI,Michigan,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,51463,4799284,1.07,20210113,,16,0,0
2016,26,MI,Michigan,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,2279543,4799284,47.5,20210113,,16,16,306
2016,27,MN,Minnesota,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1367705,2944782,46.45,20210113,,10,10,232
2016,27,MN,Minnesota,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,112972,2944782,3.84,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,,OTHER,OTHER,True,27247,2944782,0.93,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,9456,2944782,0.32,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,OTHER,False,1430,2944782,0.05,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"KENNEDY, ALYSON",SOCIALIST WORKERS,OTHER,False,1671,2944782,0.06,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"MCMULLIN, EVAN",INDEPENDENCE,OTHER,False,53075,2944782,1.8,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,36986,2944782,1.26,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"VACEK, DAN",LEGAL MARIJUANA NOW,OTHER,False,11291,2944782,0.38,20210113,,10,0,0
2016,27,MN,Minnesota,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1322949,2944782,44.93,20210113,,10,0,306
2016,28,MS,Mississippi,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,485131,1209357,40.11,20210113,,6,0,232
2016,28,MS,Mississippi,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,14435,1209357,1.19,20210113,,6,0,0
2016,28,MS,Mississippi,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,3987,1209357,0.33,20210113,,6,0,0
2016,28,MS,Mississippi,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,OTHER,False,644,1209357,0.05,20210113,,6,0,0
2016,28,MS,Mississippi,US PRESIDENT,"HEDGES, JAMES",PROHIBITION,OTHER,False,715,1209357,0.06,20210113,,6,0,0
2016,28,MS,Mississippi,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,3731,1209357,0.31,20210113,,6,0,0
2016,28,MS,Mississippi,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,700714,1209357,57.94,20210113,,6,6,306
2016,29,MO,Missouri,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,1071068,2808605,38.14,20210113,,10,0,232
2016,29,MO,Missouri,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,97359,2808605,3.47,20210113,,10,0,0
2016,29,MO,Missouri,US PRESIDENT,,OTHER,OTHER,True,7156,2808605,0.25,20210113,,10,0,0
2016,29,MO,Missouri,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,OTHER,False,13092,2808605,0.47,20210113,,10,0,0
2016,29,MO,Missouri,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,25419,2808605,0.91,20210113,,10,0,0
2016,29,MO,Missouri,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,1594511,2808605,56.77,20210113,,10,10,306
2016,30,MT,Montana,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,177709,494526,35.94,20210113,,3,0,232
2016,30,MT,Montana,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,28037,494526,5.67,20210113,,3,0,0
2016,30,MT,Montana,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,OTHER,False,1570,494526,0.32,20210113,,3,0,0
2016,30,MT,Montana,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,7970,494526,1.61,20210113,,3,0,0
2016,30,MT,Montana,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,279240,494526,56.47,20210113,,3,3,306
2016,31,NE,Nebraska,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,284494,844227,33.7,20210113,,5,0,232
2016,31,NE,Nebraska,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,38946,844227,4.61,20210113,,5,0,0
2016,31,NE,Nebraska,US PRESIDENT,,OTHER,OTHER,True,16051,844227,1.9,20210113,,5,0,0
2016,31,NE,Nebraska,US PRESIDENT,"STEIN, JILL",NOMINATED BY PETITION,OTHER,False,8775,844227,1.04,20210113,,5,0,0
2016,31,NE,Nebraska,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,495961,844227,58.75,20210113,,5,5,306
2016,32,NV,Nevada,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,539260,1125385,47.92,20210113,,6,6,232
2016,32,NV,Nevada,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,37384,1125385,3.32,20210113,,6,0,0
2016,32,NV,Nevada,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",NO PARTY AFFILIATION,OTHER,False,2552,1125385,0.23,20210113,,6,0,0
2016,32,NV,Nevada,US PRESIDENT,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,OTHER,False,5268,1125385,0.47,20210113,,6,0,0
2016,32,NV,Nevada,US PRESIDENT,NONE OF THE ABOVE,OTHER,OTHER,False,28863,1125385,2.56,20210113,,6,0,0
2016,32,NV,Nevada,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,512058,1125385,45.5,20210113,,6,0,306
2016,33,NH,New Hampshire,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,348526,744296,46.83,20210113,,4,4,232
2016,33,NH,New Hampshire,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,30777,744296,4.14,20210113,,4,0,0
2016,33,NH,New Hampshire,US PRESIDENT,,OTHER,OTHER,True,9618,744296,1.29,20210113,,4,0,0
2016,33,NH,New Hampshire,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,OTHER,False,678,744296,0.09,20210113,,4,0,0
2016,33,NH,New Hampshire,US PRESIDENT,SCATTERING,OTHER,OTHER,True,2411,744296,0.32,20210113,,4,0,0
2016,33,NH,New Hampshire,US PRESIDENT,"STEIN, JILL",GREEN,OTHER,False,6496,744296,0.87,20210113,,4,0,0
2016,33,NH,New Hampshire,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,False,345790,744296,46.46,20210113,,4,0,306
2016,34,NJ,New Jersey,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,False,2148278,3874046,55.45,20210113,,14,14,232
2016,34,NJ,New Jersey,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,False,72477,3874046,1.87,20210113,,14,0,0
